Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","2","Afghanistan","6119","Valeur US $ par habitant","22011","Revenu national brut","2013","2013","US$","624.271","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","2","Afghanistan","6110","Valeur US $","22011","Revenu national brut","2014","2014","Millions d’USD","19548.44012","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","2","Afghanistan","6119","Valeur US $ par habitant","22011","Revenu national brut","2014","2014","US$","597.515425","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","2","Afghanistan","6110","Valeur US $","22011","Revenu national brut","2015","2015","Millions d’USD","18882.21978","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","2","Afghanistan","6119","Valeur US $ par habitant","22011","Revenu national brut","2015","2015","US$","559.415182","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","2","Afghanistan","6110","Valeur US $","22011","Revenu national brut","2016","2016","Millions d’USD","18199.12623","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","2","Afghanistan","6119","Valeur US $ par habitant","22011","Revenu national brut","2016","2016","US$","525.436467","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","2","Afghanistan","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","19145.01702","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","2","Afghanistan","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","537.126294","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6110","Valeur US $","22008","Produit Intérieur Brut","2010","2010","Millions d’USD","417363.825","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2010","2010","US$","8059.562841","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6110","Valeur US $","22008","Produit Intérieur Brut","2011","2011","Millions d’USD","458199.4865","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2011","2011","US$","8737.041111","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6110","Valeur US $","22008","Produit Intérieur Brut","2012","2012","Millions d’USD","434396.914","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2012","2012","US$","8173.800814","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","Millions d’USD","400684.3855","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2013","2013","US$","7437.488241","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6110","Valeur US $","22008","Produit Intérieur Brut","2014","2014","Millions d’USD","380908.8934","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2014","2014","US$","6959.839546","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6110","Valeur US $","22008","Produit Intérieur Brut","2015","2015","Millions d’USD","346486.1248","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2015","2015","US$","6200.927044","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6110","Valeur US $","22008","Produit Intérieur Brut","2016","2016","Millions d’USD","323567.6716","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","5734.750634","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","380851.4441","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","6723.928582","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6110","Valeur US $","22011","Revenu national brut","2010","2010","Millions d’USD","409232.5046","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22011","Revenu national brut","2010","2010","US$","7902.541835","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6110","Valeur US $","22011","Revenu national brut","2011","2011","Millions d’USD","447479.6686","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22011","Revenu national brut","2011","2011","US$","8532.63344","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6110","Valeur US $","22011","Revenu national brut","2012","2012","Millions d’USD","423513.1897","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22011","Revenu national brut","2012","2012","US$","7969.007935","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6110","Valeur US $","22011","Revenu national brut","2013","2013","Millions d’USD","390997.9365","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22011","Revenu national brut","2013","2013","US$","7257.688745","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6110","Valeur US $","22011","Revenu national brut","2014","2014","Millions d’USD","371462.4476","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22011","Revenu national brut","2014","2014","US$","6787.237257","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6110","Valeur US $","22011","Revenu national brut","2015","2015","Millions d’USD","338548.1151","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22011","Revenu national brut","2015","2015","US$","6058.863581","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6110","Valeur US $","22011","Revenu national brut","2016","2016","Millions d’USD","315276.7287","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22011","Revenu national brut","2016","2016","US$","5587.806133","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","370292.1796","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","6537.504869","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6110","Valeur US $","22008","Produit Intérieur Brut","2010","2010","Millions d’USD","11926.94828","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2010","2010","US$","4093.825899","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6110","Valeur US $","22008","Produit Intérieur Brut","2011","2011","Millions d’USD","12890.87332","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2011","2011","US$","4444.126504","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6110","Valeur US $","22008","Produit Intérieur Brut","2012","2012","Millions d’USD","12319.7796","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2012","2012","US$","4259.66718","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","Millions d’USD","12776.28074","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2013","2013","US$","4425.430822","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6110","Valeur US $","22008","Produit Intérieur Brut","2014","2014","Millions d’USD","13228.24008","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2014","2014","US$","4586.606188","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6110","Valeur US $","22008","Produit Intérieur Brut","2015","2015","Millions d’USD","11386.92485","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2015","2015","US$","3950.390254","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6110","Valeur US $","22008","Produit Intérieur Brut","2016","2016","Millions d’USD","11861.35645","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","4117.006969","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","13019.72986","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4521.752219","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6110","Valeur US $","22011","Revenu national brut","2010","2010","Millions d’USD","11807.79489","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22011","Revenu national brut","2010","2010","US$","4052.927488","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6110","Valeur US $","22011","Revenu national brut","2011","2011","Millions d’USD","12894.21199","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22011","Revenu national brut","2011","2011","US$","4445.27751","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6110","Valeur US $","22011","Revenu national brut","2012","2012","Millions d’USD","12228.01525","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22011","Revenu national brut","2012","2012","US$","4227.938886","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6110","Valeur US $","22011","Revenu national brut","2013","2013","Millions d’USD","12996.60409","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22011","Revenu national brut","2013","2013","US$","4501.746126","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6110","Valeur US $","22011","Revenu national brut","2014","2014","Millions d’USD","13349.51661","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22011","Revenu national brut","2014","2014","US$","4628.656202","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6110","Valeur US $","22011","Revenu national brut","2015","2015","Millions d’USD","11521.8879","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22011","Revenu national brut","2015","2015","US$","3997.212089","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6110","Valeur US $","22011","Revenu national brut","2016","2016","Millions d’USD","12053.9911","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22011","Revenu national brut","2016","2016","US$","4183.869322","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","13051.51724","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","4532.791976","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6110","Valeur US $","22008","Produit Intérieur Brut","2010","2010","Millions d’USD","161207.3063","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2010","2010","US$","4495.921455","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6110","Valeur US $","22008","Produit Intérieur Brut","2011","2011","Millions d’USD","200019.103","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2011","2011","US$","5473.446128","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6110","Valeur US $","22008","Produit Intérieur Brut","2012","2012","Millions d’USD","209059.0831","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2012","2012","US$","5610.73334","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","Millions d’USD","209755.0033","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2013","2013","US$","5519.777577","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6110","Valeur US $","22008","Produit Intérieur Brut","2014","2014","Millions d’USD","213809.9795","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2014","2014","US$","5516.229432","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6110","Valeur US $","22008","Produit Intérieur Brut","2015","2015","Millions d’USD","165979.1182","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2015","2015","US$","4197.417287","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6110","Valeur US $","22008","Produit Intérieur Brut","2016","2016","Millions d’USD","160034.208","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","3967.200545","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","170096.9872","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4134.936054","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6110","Valeur US $","22011","Revenu national brut","2010","2010","Millions d’USD","161125.3379","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22011","Revenu national brut","2010","2010","US$","4493.635433","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6110","Valeur US $","22011","Revenu national brut","2011","2011","Millions d’USD","198276.815","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22011","Revenu national brut","2011","2011","US$","5425.769085","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6110","Valeur US $","22011","Revenu national brut","2012","2012","Millions d’USD","206880.3523","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22011","Revenu national brut","2012","2012","US$","5552.260504","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6110","Valeur US $","22011","Revenu national brut","2013","2013","Millions d’USD","205998.357","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22011","Revenu national brut","2013","2013","US$","5420.920092","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6110","Valeur US $","22011","Revenu national brut","2014","2014","Millions d’USD","209328.6466","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22011","Revenu national brut","2014","2014","US$","5400.612469","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6110","Valeur US $","22011","Revenu national brut","2015","2015","Millions d’USD","162134.8394","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22011","Revenu national brut","2015","2015","US$","4100.199984","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6110","Valeur US $","22011","Revenu national brut","2016","2016","Millions d’USD","158864.843","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22011","Revenu national brut","2016","2016","US$","3938.212334","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","167910.1286","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","4081.775086","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22008","Produit Intérieur Brut","2010","2010","Millions d’USD","3396354.076","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2010","2010","US$","41762.684505","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22008","Produit Intérieur Brut","2011","2011","Millions d’USD","3744408.603","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2011","2011","US$","45986.898296","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22008","Produit Intérieur Brut","2012","2012","Millions d’USD","3527344.944","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2012","2012","US$","43256.122439","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","Millions d’USD","3732743.446","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2013","2013","US$","45699.270785","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22008","Produit Intérieur Brut","2014","2014","Millions d’USD","3883920.155","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2014","2014","US$","47446.566146","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22008","Produit Intérieur Brut","2015","2015","Millions d’USD","3356235.704","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2015","2015","US$","40893.186092","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22008","Produit Intérieur Brut","2016","2016","Millions d’USD","3467498.002","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","42116.33755","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","3690849.153","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","44670.222288","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22011","Revenu national brut","2010","2010","Millions d’USD","3464482.47","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22011","Revenu national brut","2010","2010","US$","42600.413599","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22011","Revenu national brut","2011","2011","Millions d’USD","3840293.077","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22011","Revenu national brut","2011","2011","US$","47164.50203","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22011","Revenu national brut","2012","2012","Millions d’USD","3611978.815","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22011","Revenu national brut","2012","2012","US$","44293.994591","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22011","Revenu national brut","2013","2013","Millions d’USD","3819178.029","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22011","Revenu national brut","2013","2013","US$","46757.473008","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22011","Revenu national brut","2014","2014","Millions d’USD","3961735.743","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22011","Revenu national brut","2014","2014","US$","48397.173341","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22011","Revenu national brut","2015","2015","Millions d’USD","3432720.276","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22011","Revenu national brut","2015","2015","US$","41825.092583","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22011","Revenu national brut","2016","2016","Millions d’USD","3553516.783","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22011","Revenu national brut","2016","2016","US$","43161.124313","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","3778789.184","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","45734.557505","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6110","Valeur US $","22008","Produit Intérieur Brut","2010","2010","Millions d’USD","3446.565601","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2010","2010","US$","48190.908724","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6110","Valeur US $","22008","Produit Intérieur Brut","2011","2011","Millions d’USD","3624.386229","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2011","2011","US$","51360.922655","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6110","Valeur US $","22008","Produit Intérieur Brut","2012","2012","Millions d’USD","3188.830334","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2012","2012","US$","44904.881275","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6110","Valeur US $","22008","Produit Intérieur Brut","2013","2013","Millions d’USD","3192.603086","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2013","2013","US$","44735.004778","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6110","Valeur US $","22008","Produit Intérieur Brut","2014","2014","Millions d’USD","3267.334446","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2014","2014","US$","45619.78255","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6110","Valeur US $","22008","Produit Intérieur Brut","2015","2015","Millions d’USD","2788.757749","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2015","2015","US$","38869.87078","X","Ciffre de sources internationales",""
