Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","4081.775086","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","4","Algérie","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","5.693699","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","44670.222288","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.441277","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","45734.557505","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","6.339421","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","40632.206414","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","3.645145","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","40632.206414","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","3.645145","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4042.681402","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","20.766647","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","3791.443852","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","19.438552","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","18718.318721","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-11.82622","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","17882.386081","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","-18.753792","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","8","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","16110.556284","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","8","Antigua-et-Barbuda","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","2.185223","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","8","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","15667.510958","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","8","Antigua-et-Barbuda","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","1.935216","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","194","Arabie saoudite","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","20138.146332","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","194","Arabie saoudite","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.768181","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","194","Arabie saoudite","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","20451.017286","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","194","Arabie saoudite","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","5.845923","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","9","Argentine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","14609.78337","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","9","Argentine","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","15.442348","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","9","Argentine","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","14236.884208","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","9","Argentine","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","15.029543","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","1","Arménie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4041.995071","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","1","Arménie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.305043","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","1","Arménie","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","4184.835842","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","1","Arménie","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","10.596903","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","22","Aruba","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","29329.092347","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","22","Aruba","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","3.646332","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","22","Aruba","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","27711.355779","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","22","Aruba","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","2.579168","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","10","Australie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","57430.803787","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","10","Australie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","8.013322","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","10","Australie","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","55633.45264","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","10","Australie","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","7.552242","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","11","Autriche","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","47429.535836","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","11","Autriche","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","5.483879","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","11","Autriche","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","46984.806575","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","11","Autriche","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","4.502671","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","52","Azerbaïdjan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4057.624007","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","52","Azerbaïdjan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","7.921474","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","52","Azerbaïdjan","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","3904.220947","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","52","Azerbaïdjan","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","10.480617","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","12","Bahamas","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","30969.876197","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","12","Bahamas","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","4.419245","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","12","Bahamas","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","30065.911483","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","12","Bahamas","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","5.285837","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","13","Bahreïn","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","24349.836845","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","13","Bahreïn","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","10.046698","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","13","Bahreïn","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","22984.116619","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","13","Bahreïn","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","10.001485","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","16","Bangladesh","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1785.962903","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","16","Bangladesh","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.487237","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","16","Bangladesh","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","1847.62568","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","16","Bangladesh","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","8.198263","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","14","Barbade","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","17843.196496","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","14","Barbade","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","3.078467","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","14","Barbade","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","17041.773858","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","14","Barbade","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","3.176179","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","57","Bélarus","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","5637.218565","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","57","Bélarus","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","14.671728","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","57","Bélarus","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","5425.470757","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","57","Bélarus","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","15.826171","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","255","Belgique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","44162.256259","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","255","Belgique","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","5.680656","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","255","Belgique","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","44567.104136","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","255","Belgique","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","5.636218","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","23","Belize","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","6101.585949","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","23","Belize","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","1.230566","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","23","Belize","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","5687.517007","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","23","Belize","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","0.600285","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","53","Bénin","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1095.274459","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","53","Bénin","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","7.449328","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","53","Bénin","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","1083.18161","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","53","Bénin","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","7.194818","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","17","Bermudes","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","112877.376531","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","17","Bermudes","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","3.513146","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","17","Bermudes","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","114601.928092","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","17","Bermudes","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","4.480399","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","18","Bhoutan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3240.706601","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","18","Bhoutan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","13.496636","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","18","Bhoutan","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","2959.239214","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","18","Bhoutan","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","13.379995","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","19","Bolivie (État plurinational de)","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3280.01179","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","19","Bolivie (État plurinational de)","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","10.511015","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","19","Bolivie (État plurinational de)","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","3202.604089","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","19","Bolivie (État plurinational de)","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","10.511101","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","80","Bosnie-Herzégovine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","5255.950279","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","80","Bosnie-Herzégovine","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.903897","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","80","Bosnie-Herzégovine","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","5211.893837","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","80","Bosnie-Herzégovine","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","5.862664","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","20","Botswana","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","6705.339802","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","20","Botswana","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.779399","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","20","Botswana","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","6136.369105","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","20","Botswana","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","6.862211","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","21","Brésil","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","9896.717512","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","21","Brésil","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","14.914653","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","21","Brésil","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","9711.697669","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","21","Brésil","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","15.210548","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","26","Brunéi Darussalam","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","28186.946541","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","26","Brunéi Darussalam","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.384936","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","26","Brunéi Darussalam","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","29861.266582","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","26","Brunéi Darussalam","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","5.012074","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","27","Bulgarie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","8242.455771","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","27","Bulgarie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.727448","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","27","Bulgarie","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","8056.92041","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","27","Bulgarie","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","8.97745","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","233","Burkina Faso","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","711.184631","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","233","Burkina Faso","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.924132","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","233","Burkina Faso","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","684.484364","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","233","Burkina Faso","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","10.729372","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","29","Burundi","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","295.620936","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","29","Burundi","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","12.550477","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","29","Burundi","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","295.780939","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","29","Burundi","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","5.749315","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","35","Cabo Verde","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3132.620589","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","35","Cabo Verde","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.420607","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","35","Cabo Verde","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","3025.033509","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","35","Cabo Verde","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","6.62749","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","115","Cambodge","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1400.899268","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","115","Cambodge","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","10.793179","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","115","Cambodge","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","1313.916887","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","115","Cambodge","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","10.708304","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","32","Cameroun","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1479.862223","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","32","Cameroun","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.755152","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","32","Cameroun","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","1453.605425","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","32","Cameroun","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","6.827973","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","33","Canada","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","45125.109795","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","33","Canada","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","7.935525","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","33","Canada","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","44551.243918","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","33","Canada","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","7.880922","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","40","Chili","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","15081.989133","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","40","Chili","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","10.619121","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","40","Chili","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","14460.646434","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","40","Chili","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","9.596486","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","351","Chine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","8808.489506","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","351","Chine","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.508893","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","351","Chine","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","8803.738876","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","351","Chine","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","9.943301","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","96","Chine - RAS de Hong-Kong","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","45737.483212","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","96","Chine - RAS de Hong-Kong","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.361267","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","96","Chine - RAS de Hong-Kong","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","47724.637597","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","96","Chine - RAS de Hong-Kong","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","8.261542","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","128","Chine - RAS de Macao","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","78985.632288","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","128","Chine - RAS de Macao","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","11.914871","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","128","Chine - RAS de Macao","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","70300.937271","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","128","Chine - RAS de Macao","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","10.458845","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","41","Chine, continentale","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","8729.136932","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","41","Chine, continentale","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.589146","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","41","Chine, continentale","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","8717.69827","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","41","Chine, continentale","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","9.990916","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","50","Chypre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","18987.256287","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","50","Chypre","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.102202","X","Ciffre de sources internationales",""
